,TransactionID,id_01,id_02,id_05,id_06,id_11,id_12,id_13,id_15,id_16,id_17,id_19,id_20,id_28,id_29,id_31,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo,isFraud_x,isFraud_y,isFraud
79299,3447776,-5.0,82061.0,7.0,0.0,100.0,1,34,0,0,55,87,168,0,0,69,1,0,1,1,0,1431,0,0,0
2111,3002207,-20.0,601253.0,0.0,-6.0,100.0,1,34,1,1,94,288,289,1,1,42,0,0,1,1,0,1431,0,0,0
5661,3019565,-5.0,135199.0,0.0,0.0,100.0,1,34,0,0,94,145,259,0,0,42,0,0,1,1,0,1431,0,0,0
62658,3312179,-5.0,93031.0,0.0,0.0,100.0,1,34,0,0,55,375,309,0,0,48,1,0,1,1,0,1431,0,0,0
82936,3477939,-5.0,174442.0,0.0,0.0,100.0,1,34,0,0,94,288,141,0,0,89,0,1,1,0,0,1397,0,0,0
39817,3125655,0.0,279119.0,0.0,0.0,100.0,1,7,0,0,94,145,141,0,0,39,0,0,1,1,1,422,0,0,0
91882,3538998,-5.0,29463.0,0.0,0.0,100.0,1,34,1,1,55,188,0,1,1,54,1,0,1,0,0,1431,0,0,0
79962,3453203,-5.0,348528.0,0.0,-5.0,100.0,1,44,1,1,94,338,141,1,1,61,0,0,1,0,1,825,0,0,0
75634,3418383,-5.0,8554.0,0.0,0.0,100.0,0,34,0,0,55,35,271,0,0,51,1,0,1,1,0,1431,0,0,0
86287,3507250,-5.0,148894.0,0.0,0.0,100.0,1,34,0,0,0,204,133,0,0,60,0,0,1,0,0,1431,0,0,0
85121,3496968,-5.0,365231.0,0.0,-1.0,100.0,0,34,0,0,55,461,75,0,0,80,1,0,1,0,0,1431,0,0,0
48948,3204237,-10.0,350511.0,0.0,0.0,100.0,1,32,1,1,94,145,126,1,1,104,0,0,1,0,1,118,0,0,0
39352,3122264,-10.0,116801.0,0.0,0.0,100.0,0,34,0,0,40,332,238,0,0,45,1,0,1,1,0,1431,0,0,0
36604,3108444,-5.0,384283.0,0.0,0.0,100.0,1,34,1,1,94,145,259,1,1,45,0,0,1,1,0,1431,0,0,0
10215,3036798,-5.0,117631.0,2.0,-5.0,100.0,1,34,0,0,55,102,68,0,0,89,0,0,1,1,0,1556,0,0,0
6595,3023474,-20.0,30509.0,7.0,-31.0,100.0,1,3,1,1,55,193,94,1,1,43,1,0,1,1,1,1518,0,0,0
40784,3133502,-5.0,211465.0,0.0,-1.0,100.0,1,34,1,1,94,68,259,1,1,45,0,0,1,1,0,1431,0,0,0
25740,3081949,-5.0,139581.0,1.0,0.0,100.0,1,34,0,0,55,453,94,0,0,45,1,0,1,0,0,1431,0,0,0
64335,3330135,-5.0,415501.0,0.0,0.0,100.0,1,34,1,1,55,101,168,1,1,60,1,0,1,0,0,1431,0,0,0
80167,3454950,-5.0,90663.0,0.0,0.0,100.0,1,34,0,0,55,375,94,0,0,69,1,0,1,1,0,1431,0,0,0
9801,3035467,-10.0,105292.0,0.0,0.0,100.0,1,34,0,0,94,417,259,0,0,42,0,0,1,1,0,1431,0,0,0
24136,3077994,-5.0,91422.0,0.0,0.0,100.0,1,34,1,1,55,375,73,1,1,68,1,0,1,1,0,1431,0,0,0
58691,3276513,-5.0,134656.0,0.0,0.0,100.0,1,18,1,1,55,471,309,1,1,111,1,0,1,0,0,661,0,0,0
91994,3539873,-5.0,77269.0,0.0,0.0,100.0,1,34,1,1,94,145,141,1,1,54,0,0,1,0,0,1431,0,0,0
31859,3096598,-30.0,135382.0,5.0,-32.0,100.0,1,32,1,1,55,193,73,1,1,43,1,0,1,0,1,986,0,0,0
24920,3080140,-5.0,159972.0,5.0,-32.0,100.0,1,32,1,1,94,145,259,1,1,60,0,0,1,0,1,481,0,0,0
59357,3281955,-5.0,58046.0,0.0,-1.0,100.0,1,18,1,1,55,386,44,1,1,49,1,0,1,0,1,788,0,0,0
80702,3459033,-5.0,120961.0,23.0,-10.0,96.51000213623048,1,34,1,1,55,273,73,0,0,89,1,0,1,1,0,1397,0,0,0
26784,3084463,-5.0,55373.0,0.0,0.0,100.0,1,32,1,1,55,0,255,1,1,93,1,0,0,1,1,1541,0,0,0
26870,3084691,-5.0,34144.0,0.0,0.0,100.0,0,34,0,0,55,392,30,0,0,89,1,0,1,1,0,1397,0,0,0
94229,3551784,-5.0,72240.0,0.0,0.0,100.0,1,34,0,0,55,84,247,0,0,54,1,0,1,0,0,1431,0,0,0
71185,3382626,-5.0,62876.0,0.0,-4.0,100.0,1,6,1,1,55,188,68,1,1,96,1,0,0,1,1,1541,0,0,0
33964,3100729,-5.0,78059.0,0.0,0.0,100.0,1,34,0,0,55,471,265,0,0,68,1,0,1,1,0,1431,0,0,0
33121,3099320,-5.0,122810.0,0.0,0.0,100.0,1,32,1,1,55,188,146,1,1,111,1,0,0,0,0,661,0,0,0
21614,3071536,-5.0,142969.0,1.0,-18.0,100.0,0,34,0,0,55,0,247,0,0,89,1,0,1,1,0,1397,0,0,0
33189,3099437,-5.0,95892.0,0.0,0.0,100.0,1,32,1,1,55,375,309,1,1,93,1,0,0,1,1,1541,0,0,0
29824,3092293,-5.0,123776.0,0.0,-9.0,100.0,1,32,1,1,55,0,272,1,1,92,1,0,0,0,1,1541,0,0,0
73443,3398310,-5.0,418035.0,6.0,-34.0,100.0,1,44,1,1,94,145,289,1,1,52,0,0,1,0,1,1084,0,0,0
3448,3009410,-5.0,26509.0,0.0,-1.0,100.0,1,34,0,1,55,392,307,0,1,42,1,0,1,1,0,1431,0,0,0
2405,3004077,-10.0,117374.0,0.0,0.0,100.0,1,34,0,0,94,145,55,0,0,42,0,0,1,1,0,1431,0,0,0
56808,3263327,-5.0,280637.0,0.0,0.0,100.0,1,18,1,1,55,255,5,1,1,96,1,0,0,0,1,1541,0,0,0
64951,3334949,-5.0,468155.0,0.0,0.0,100.0,1,34,0,0,94,288,141,0,0,48,0,0,1,0,0,1431,0,0,0
85277,3498926,-5.0,159185.0,0.0,-3.0,100.0,1,44,0,0,94,288,20,0,0,46,0,0,1,0,1,257,0,0,0
27526,3086548,-5.0,82344.0,0.0,0.0,100.0,1,32,1,1,55,471,109,1,1,46,1,0,1,0,1,789,0,0,0
87260,3514576,-5.0,95199.0,0.0,0.0,94.37000274658205,1,44,1,1,55,375,73,0,0,109,1,0,0,1,0,661,0,0,0
44161,3163123,-5.0,194451.0,0.0,0.0,100.0,1,32,1,1,94,48,289,1,1,46,0,0,1,0,1,175,0,0,0
38530,3117926,-70.0,257371.0,7.0,-24.0,98.7300033569336,1,34,1,1,94,150,259,0,0,45,0,0,1,1,0,1431,0,0,0
34043,3100875,-5.0,90956.0,0.0,0.0,100.0,1,32,1,1,55,210,50,1,1,93,1,0,0,1,1,1541,0,0,0
88167,3519941,-5.0,91694.0,25.0,-66.0,100.0,0,34,1,1,55,238,146,1,1,90,1,0,1,1,0,1397,0,0,0
83805,3485387,-10.0,136780.0,0.0,0.0,100.0,1,44,0,0,94,145,126,0,0,61,0,0,1,0,1,833,0,0,0
87341,3515070,-5.0,314040.0,0.0,0.0,100.0,1,34,0,0,94,145,141,0,0,54,0,0,1,0,0,1431,0,0,0
90758,3531479,-5.0,203697.0,0.0,0.0,100.0,1,34,1,1,94,145,291,1,1,54,0,0,1,0,0,1431,0,0,0
30755,3094312,-20.0,65407.0,6.0,-26.0,100.0,1,3,0,0,55,193,68,0,0,96,1,0,1,1,1,1541,0,0,0
61302,3298165,-20.0,53028.0,0.0,0.0,100.0,1,34,0,0,94,150,259,0,0,74,0,0,1,0,0,1571,0,0,0
78458,3441385,-5.0,90474.0,3.0,-8.0,100.0,1,44,1,1,55,220,272,1,1,96,1,0,0,0,1,1541,0,0,0
90855,3532120,-10.0,830.0,1.0,0.0,100.0,0,34,0,0,55,471,271,0,0,69,1,0,1,1,0,1431,0,0,0
87677,3517029,-10.0,302969.0,2.0,-19.0,100.0,1,44,1,1,55,20,280,1,1,93,1,0,0,1,1,1541,0,0,0
27845,3087382,-45.0,118556.0,0.0,0.0,100.0,0,34,0,0,55,273,247,0,0,45,1,0,1,0,0,1431,0,0,0
4645,3014873,-55.0,163623.0,1.0,0.0,100.0,1,20,1,1,94,245,287,1,1,43,0,0,1,1,1,381,0,0,0
72879,3395022,-5.0,363813.0,0.0,0.0,100.0,1,34,1,1,94,136,305,1,1,80,0,0,1,0,0,1431,0,0,0
45530,3176059,-95.0,438089.0,-3.0,-24.0,100.0,1,32,0,0,94,214,259,0,0,46,0,0,1,0,1,725,0,0,0
64848,3333843,-5.0,58634.0,0.0,0.0,100.0,0,18,0,0,55,375,68,0,0,96,1,0,0,0,1,1541,0,0,0
41390,3138750,0.0,208131.0,-5.0,-11.0,100.0,1,7,0,0,94,214,259,0,0,60,0,0,1,1,1,688,0,0,0
37349,3111850,-5.0,149856.0,0.0,0.0,100.0,1,34,1,1,94,417,259,1,1,45,0,0,1,1,0,1431,0,0,0
31517,3095948,-5.0,37981.0,0.0,0.0,100.0,1,34,1,1,55,273,309,1,1,89,1,0,1,1,0,1556,0,0,0
66361,3347892,-5.0,60539.0,0.0,0.0,100.0,1,34,0,0,55,263,100,0,0,60,1,0,1,0,0,1431,0,0,0
71576,3385117,-5.0,194278.0,1.0,-9.0,100.0,1,34,0,0,94,145,20,0,0,51,0,0,1,0,0,1431,0,0,0
14132,3050284,-45.0,189296.0,18.0,-33.0,100.0,1,32,1,1,55,193,146,1,1,93,1,0,0,0,1,1541,0,0,0
70004,3375423,-5.0,96124.0,2.0,0.0,100.0,1,18,1,1,55,0,280,1,1,96,1,0,0,0,1,1541,0,0,0
28533,3088990,-5.0,152179.0,0.0,0.0,100.0,1,32,1,1,55,101,109,1,1,111,1,0,0,0,0,661,0,0,0
58037,3271440,-100.0,383677.0,-7.0,-30.0,100.0,1,18,0,0,94,411,259,0,0,49,0,0,1,0,1,189,0,0,0
91764,3538232,-5.0,274121.0,5.0,-28.0,100.0,1,34,1,1,94,447,259,1,1,54,0,0,1,0,0,1431,0,0,0
74051,3403107,-5.0,175208.0,0.0,0.0,100.0,0,34,1,1,55,461,73,1,1,48,1,0,1,0,0,1431,0,0,0
49593,3209186,-5.0,227176.0,0.0,0.0,100.0,1,34,1,1,94,145,290,1,1,45,0,0,1,0,0,1431,0,0,0
52644,3235448,-45.0,31169.0,11.0,-17.0,100.0,1,34,1,1,55,386,254,1,1,45,1,0,1,1,0,1431,0,0,0
30316,3093449,-5.0,121959.0,0.0,0.0,100.0,1,32,1,1,55,375,94,1,1,93,1,0,1,0,1,1541,0,0,0
24968,3080231,-5.0,68449.0,4.0,-24.0,100.0,1,32,1,1,55,220,247,1,1,93,1,0,1,0,1,1541,0,0,0
24340,3078549,-90.0,139482.0,0.0,-12.0,100.0,1,34,0,1,55,375,73,0,1,45,1,0,1,0,0,1431,0,0,0
2207,3002864,-5.0,288198.0,0.0,0.0,100.0,1,34,0,0,94,288,259,0,0,30,0,0,1,1,0,1431,0,0,0
4899,3015934,-5.0,65906.0,1.0,0.0,100.0,1,34,0,0,55,375,94,0,0,42,1,0,1,1,0,1431,0,0,0
69766,3373775,-5.0,127398.0,0.0,0.0,100.0,1,34,1,1,55,471,309,1,1,48,1,0,1,0,0,1431,0,0,0
88405,3521291,-45.0,116714.0,0.0,-69.0,100.0,1,34,0,0,55,343,309,0,0,54,1,0,1,0,0,1431,0,0,0
26260,3083148,-20.0,120046.0,0.0,0.0,100.0,1,34,1,1,94,68,259,1,1,45,0,0,1,1,0,1431,0,0,0
30610,3094043,-5.0,403955.0,0.0,0.0,100.0,1,32,1,1,55,471,271,1,1,93,1,0,0,0,1,1541,0,0,0
12426,3044379,-5.0,140517.0,0.0,0.0,100.0,1,32,1,1,55,273,309,1,1,93,1,0,0,0,1,1541,0,0,0
95566,3561189,-20.0,712095.0,0.0,0.0,100.0,1,13,1,1,94,288,259,1,1,119,0,0,1,0,1,939,0,0,0
68555,3363443,-5.0,98005.0,0.0,0.0,100.0,1,18,1,1,55,486,28,1,1,111,1,0,1,0,0,661,0,0,0
69498,3371091,-5.0,108632.0,0.0,0.0,100.0,1,34,0,0,39,242,203,0,0,48,0,0,1,0,0,1431,0,0,0
24805,3079840,-5.0,109859.0,0.0,0.0,100.0,1,32,1,1,55,461,316,1,1,111,1,0,0,0,0,661,0,0,0
85376,3499553,-10.0,979064.0,0.0,0.0,100.0,1,44,0,0,94,288,289,0,0,119,0,0,1,0,1,952,0,0,0
60693,3292333,-25.0,122088.0,14.0,-42.0,100.0,1,18,1,1,55,193,68,1,1,96,1,0,0,0,1,1541,0,0,0
26957,3084946,-5.0,26677.0,0.0,0.0,100.0,1,34,1,1,55,386,309,1,1,45,1,0,1,1,0,1431,0,0,0
37796,3113822,-5.0,67716.0,1.0,0.0,100.0,0,32,1,1,55,220,272,1,1,93,1,0,0,1,1,1541,0,0,0
72747,3394238,-5.0,126651.0,0.0,0.0,100.0,1,34,1,1,94,145,141,1,1,89,0,1,0,0,0,1556,0,0,0
5229,3017468,-25.0,181866.0,17.0,-30.0,100.0,1,32,1,1,55,193,68,1,1,93,1,0,0,0,1,1541,0,0,0
30905,3094624,-5.0,159060.0,0.0,0.0,100.0,1,32,1,1,55,375,37,1,1,93,1,0,1,0,1,1541,0,0,0
76198,3422881,-5.0,410823.0,0.0,0.0,100.0,1,34,1,1,94,288,20,1,1,89,0,0,1,0,0,1556,0,0,0
45019,3170666,-5.0,75030.0,0.0,0.0,100.0,1,34,0,0,94,150,259,0,0,45,0,0,1,0,0,1431,0,0,0
14552,3051612,-10.0,161416.0,0.0,0.0,100.0,0,34,0,0,55,392,30,0,0,89,1,0,1,1,0,1397,0,0,0
68545,3363324,-5.0,175000.0,0.0,0.0,100.0,1,18,1,1,55,101,73,1,1,96,1,0,0,0,1,1541,0,0,0
79234,3447357,-5.0,474614.0,-8.0,-57.0,100.0,1,44,1,1,94,68,259,1,1,52,0,0,1,0,1,614,0,0,0
22713,3074555,-5.0,126949.0,0.0,0.0,100.0,1,34,1,1,55,386,73,1,1,45,1,0,1,0,0,1431,0,0,0
20440,3068657,-10.0,59352.0,1.0,-8.0,100.0,1,34,0,0,55,0,254,0,0,45,1,0,1,1,0,1431,0,0,0
66281,3347110,-5.0,80035.0,0.0,0.0,100.0,1,18,1,1,55,375,68,1,1,96,1,0,0,1,1,1541,0,0,0
4797,3015464,-5.0,115281.0,0.0,0.0,100.0,1,34,0,0,94,48,289,0,0,42,0,0,1,1,0,1431,0,0,0
19765,3066883,-5.0,92714.0,0.0,0.0,100.0,1,34,0,0,55,344,75,0,0,45,1,0,1,0,0,1431,0,0,0
3368,3009003,-20.0,99855.0,0.0,0.0,100.0,1,34,0,0,55,492,109,0,0,78,1,0,1,0,0,1431,0,0,0
70671,3379361,-20.0,267406.0,1.0,0.0,100.0,1,6,1,1,94,136,259,1,1,52,0,0,1,0,1,1142,0,0,0
4179,3012742,-5.0,79667.0,0.0,0.0,100.0,1,34,0,0,55,101,271,0,0,42,1,0,1,1,0,1431,0,0,0
88158,3519865,-5.0,108357.0,17.0,0.0,95.29000091552734,1,34,1,1,55,273,47,0,0,89,1,0,1,1,0,1397,0,0,0
84198,3488567,-5.0,72350.0,0.0,0.0,93.5500030517578,1,44,1,1,55,375,280,0,0,111,1,0,0,0,0,661,0,0,0
62691,3312784,-5.0,138252.0,0.0,0.0,100.0,1,34,0,0,94,288,305,0,0,48,0,0,1,0,0,1431,0,0,0
58072,3271645,-5.0,293809.0,0.0,0.0,100.0,1,18,1,1,55,101,109,1,1,96,1,0,0,1,1,1541,0,0,0
38829,3119447,-5.0,24772.0,11.0,-32.0,100.0,1,32,1,1,55,460,146,1,1,92,1,0,0,1,1,1541,0,0,0
89005,3524114,-5.0,139961.0,0.0,-5.0,95.16000366210938,1,34,1,1,55,102,68,0,0,89,0,0,1,1,0,1556,0,0,0
23777,3077146,-45.0,952305.0,13.0,-34.0,100.0,1,32,1,1,55,193,307,1,1,93,1,0,0,0,1,1541,0,0,0
55810,3257746,-5.0,123559.0,0.0,0.0,100.0,1,18,0,0,55,386,146,0,0,48,1,0,1,0,0,661,0,0,0
75736,3419056,-5.0,1298.0,0.0,0.0,100.0,1,34,0,0,55,273,254,0,0,51,1,0,1,1,0,1431,0,0,0
21401,3071052,-55.0,213827.0,0.0,-5.0,95.16000366210938,1,34,1,1,55,102,68,0,0,89,0,0,1,1,0,1556,0,0,0
82049,3470652,-10.0,20001.0,0.0,-1.0,100.0,0,34,0,0,55,0,272,0,0,51,1,0,1,1,0,1431,0,0,0
18210,3062953,-5.0,18355.0,1.0,0.0,100.0,1,34,1,1,55,188,68,1,1,45,1,0,1,1,0,1431,0,0,0
46077,3180787,-5.0,53913.0,0.0,0.0,100.0,0,34,0,0,55,375,309,0,0,45,1,0,1,1,0,1431,0,0,0
82352,3473170,-5.0,5538.0,0.0,0.0,100.0,0,34,1,1,55,208,271,1,1,51,1,0,1,1,0,1431,0,0,0
10110,3036515,-5.0,108880.0,0.0,-5.0,100.0,0,34,0,0,55,84,309,0,0,42,1,0,1,0,0,1431,0,0,0
52804,3236841,-5.0,107271.0,12.0,-8.0,95.29000091552734,1,34,1,1,55,273,193,0,0,89,1,0,1,1,0,1397,0,0,0
27076,3085258,-10.0,128242.0,0.0,-5.0,100.0,1,34,0,0,55,102,68,0,0,89,0,0,1,1,0,1556,0,0,0
52206,3231501,-10.0,339759.0,0.0,0.0,100.0,1,32,1,1,94,145,332,1,1,49,0,0,1,0,1,276,0,0,0
57152,3265264,-5.0,7717.0,0.0,0.0,100.0,0,34,0,0,55,379,271,0,0,69,1,0,1,1,0,1431,0,0,0
31275,3095438,-5.0,10827.0,0.0,0.0,100.0,1,34,0,0,55,263,73,0,0,45,1,0,1,1,0,1431,0,0,0
5596,3019273,-5.0,503035.0,0.0,-13.0,100.0,1,34,1,1,94,167,192,1,1,42,0,0,1,1,0,1431,0,0,0
96684,3570295,-5.0,155382.0,0.0,-11.0,100.0,1,34,0,0,94,68,305,0,0,54,0,0,1,0,0,1431,0,0,0
63744,3324221,-5.0,133814.0,0.0,-9.0,100.0,1,34,0,0,55,273,73,0,0,69,1,0,1,1,0,1431,0,0,0
2051,3001890,-10.0,71057.0,26.0,-25.0,100.0,1,34,0,0,55,384,193,0,0,42,1,0,1,1,0,1431,0,0,0
89820,3526520,-5.0,29456.0,0.0,0.0,100.0,0,34,0,0,55,392,316,0,0,81,1,0,1,0,0,1431,0,0,0
76483,3425231,-5.0,80944.0,0.0,0.0,100.0,0,44,0,0,55,489,30,0,0,111,1,0,0,1,0,661,0,0,0
51233,3223366,-5.0,144052.0,0.0,-6.0,100.0,0,34,1,1,55,461,254,1,1,89,1,0,1,1,0,1397,0,0,0
33221,3099490,-5.0,49982.0,0.0,0.0,100.0,1,32,0,0,55,460,146,0,0,93,1,0,0,1,1,1541,0,0,0
64359,3330287,-5.0,231063.0,0.0,-9.0,100.0,1,18,1,1,94,145,289,1,1,60,0,0,1,0,0,721,0,0,0
87775,3517729,-5.0,65928.0,1.0,-6.0,100.0,1,34,0,0,55,273,73,0,0,54,1,0,1,0,0,1431,0,0,0
81398,3464777,-5.0,309850.0,0.0,0.0,100.0,1,44,0,0,94,145,233,0,0,31,0,0,1,0,1,463,0,0,0
57352,3266864,-5.0,53976.0,0.0,0.0,100.0,1,18,1,1,55,101,110,1,1,48,1,0,1,0,0,661,0,0,0
37961,3114436,-5.0,358097.0,0.0,0.0,100.0,1,32,0,0,55,386,73,0,0,111,1,0,0,0,0,661,0,0,0
10265,3036947,-5.0,37537.0,4.0,0.0,100.0,0,34,0,0,55,0,185,0,0,45,1,0,1,0,0,1431,0,0,0
26044,3082616,-5.0,57099.0,4.0,0.0,97.12000274658205,1,34,1,1,55,461,75,0,0,45,1,0,1,0,0,1431,0,0,0
9957,3036051,-5.0,214603.0,0.0,0.0,100.0,1,32,1,1,55,375,94,1,1,93,1,0,0,0,1,1541,0,0,0
28829,3089684,-45.0,95102.0,11.0,-44.0,100.0,1,32,0,0,55,197,280,0,0,46,1,0,1,0,1,1268,0,0,0
8464,3030791,-5.0,87864.0,0.0,0.0,97.12000274658205,1,34,1,1,55,424,309,0,0,42,1,0,1,1,0,1431,0,0,0
19936,3067348,-5.0,128476.0,0.0,0.0,100.0,1,32,1,1,55,344,158,1,1,93,1,0,0,0,1,1541,0,0,0
65407,3339088,-5.0,10209.0,0.0,-1.0,100.0,1,34,1,1,55,0,280,1,1,69,1,0,1,1,0,1431,0,0,0
53084,3239090,-5.0,439686.0,0.0,-13.0,100.0,0,32,0,0,55,259,68,0,0,96,1,0,0,0,1,1541,0,0,0
89050,3524338,-45.0,183691.0,0.0,-69.0,100.0,0,34,0,0,55,343,309,0,0,54,1,0,1,1,0,1431,0,0,0
10892,3039353,-5.0,250082.0,0.0,0.0,100.0,0,32,1,1,55,84,307,1,1,44,1,0,0,0,1,1541,0,0,0
31130,3095104,-5.0,97719.0,0.0,0.0,100.0,1,34,1,1,55,101,73,1,1,45,1,0,1,0,0,1431,0,0,0
4083,3012383,-5.0,58265.0,0.0,0.0,100.0,1,34,1,1,55,188,307,1,1,42,1,0,1,1,0,1431,0,0,0
41898,3142464,-5.0,200730.0,5.0,-27.0,100.0,1,12,1,1,94,68,259,1,1,46,0,0,1,1,1,730,0,0,0
71920,3387614,-5.0,135645.0,0.0,0.0,95.7699966430664,1,44,1,1,55,188,73,0,0,111,1,0,1,0,0,661,0,0,0
31304,3095491,-5.0,139738.0,0.0,0.0,100.0,1,34,1,1,55,386,5,1,1,68,1,0,1,1,0,1431,0,0,0
68860,3365955,-15.0,77429.0,12.0,-32.0,100.0,0,18,0,0,55,20,73,0,0,96,1,0,0,1,1,1541,0,0,0
7499,3027149,-5.0,17823.0,0.0,0.0,94.29000091552734,1,32,1,1,55,55,5,0,0,111,1,0,0,1,0,661,0,0,0
32934,3098981,-5.0,80133.0,0.0,0.0,100.0,1,32,1,1,55,156,265,1,1,111,1,0,0,0,0,661,0,0,0
77639,3435159,-5.0,453164.0,0.0,0.0,100.0,1,34,0,0,94,145,259,0,0,51,0,0,1,0,0,1431,0,0,0
85039,3495958,-5.0,118802.0,0.0,0.0,100.0,1,44,0,0,94,48,276,0,0,61,0,0,1,0,1,1150,0,0,0
83210,3479655,-5.0,255062.0,0.0,-1.0,100.0,0,34,0,0,55,237,69,0,0,60,1,0,1,0,0,1431,0,0,0
63014,3316637,-5.0,95052.0,0.0,0.0,100.0,1,34,0,0,55,386,309,0,0,48,1,0,1,0,0,1431,0,0,0
55823,3257836,-45.0,238958.0,0.0,-13.0,100.0,1,18,1,1,94,145,289,1,1,49,0,0,1,0,1,1175,0,0,0
65335,3338322,-15.0,728655.0,0.0,0.0,100.0,1,18,0,0,94,145,20,0,0,49,0,0,1,0,1,1126,0,0,0
64583,3331795,-5.0,194986.0,0.0,0.0,100.0,1,34,1,1,55,375,37,1,1,89,1,0,1,1,0,1397,0,0,0
7942,3028641,-5.0,24685.0,0.0,0.0,100.0,1,34,1,1,55,386,73,1,1,42,1,0,1,1,0,1431,0,0,0
24036,3077748,-5.0,66954.0,3.0,-6.0,100.0,1,34,0,0,55,210,254,0,0,45,1,0,1,0,0,1431,0,0,0
54683,3250058,-5.0,297000.0,0.0,0.0,100.0,0,32,0,0,55,188,68,0,0,96,1,0,1,0,1,1541,0,0,0
14535,3051538,-5.0,149767.0,0.0,0.0,100.0,1,32,1,1,55,375,309,1,1,93,1,0,0,1,1,1541,0,0,0
8157,3029455,-5.0,77123.0,0.0,0.0,100.0,1,34,0,0,55,39,44,0,0,67,1,0,1,1,0,1431,0,0,0
93716,3548459,-50.0,150385.0,1.0,0.0,100.0,1,13,0,0,94,145,20,0,0,55,0,0,1,0,1,251,0,0,0
35261,3103432,-5.0,188486.0,0.0,0.0,100.0,1,32,1,1,55,101,73,1,1,92,1,0,0,0,1,1541,0,0,0
71800,3386759,-5.0,88299.0,0.0,0.0,100.0,1,36,0,0,55,26,37,0,0,74,1,0,1,1,0,1571,0,0,0
29389,3091149,-5.0,152047.0,0.0,0.0,100.0,1,32,1,1,55,344,188,1,1,93,1,0,0,1,1,1541,0,0,0
88904,3523587,-5.0,66269.0,0.0,0.0,100.0,1,34,1,1,55,217,271,1,1,80,1,0,1,0,0,1431,0,0,0
62875,3315212,-10.0,425423.0,0.0,0.0,100.0,1,18,0,0,94,447,259,0,0,79,0,0,1,0,0,1582,0,0,0
37870,3114169,-5.0,60705.0,0.0,0.0,100.0,1,34,0,0,55,84,44,0,0,78,1,0,1,1,0,1431,0,0,0
93118,3546446,-10.0,740.0,6.0,0.0,100.0,0,34,0,0,55,471,271,0,0,69,1,0,1,1,0,1431,0,0,0
33878,3100580,-5.0,116840.0,0.0,0.0,100.0,1,32,1,1,55,386,247,1,1,93,1,0,0,1,1,1541,0,0,0
54507,3248866,-5.0,133099.0,-5.0,-6.0,100.0,1,32,0,0,55,0,247,0,0,45,1,0,1,0,0,661,0,0,0
